,131767
དགའ་བསུ,110
ལུང,110
སེམས་ཁྲལ,110
ཕྱི་རྒྱལ,110
དགོངས་པ,110
འདྲི,110
གནས་བབ,110
སྟོང་ཕྲག,110
མ་འོངས་པ,110
སྐབས་དེ,110
ནང་པ,110
གད་མོ,110
ཉིན་མོ,109
འབྲེལ་འདྲིས,109
ཚོགས་ཆེན,109
བཟས,109
རུས་སྦལ,109
ངལ་གསོ,109
སྔ་མོ,109
ལྷ་སའི,109
ཙ་ནས,109
ཉེན་ཁ,109
བརྒྱ་ཆ,109
དཔེ་ཁྲིད,108
ཨ་ཕ,108
བརྩམས་སྒྲུང,108
དགུ,108
ཞིབ,108
ཇི་བཞིན,108
ལྷ་ཁང,108
ཆ་འཕྲིན,108
ཐོན་ལས,108
སྦལ་པ,108
ཚད་གཞི,107
དཀའ,107
མཛེས་སྡུག,107
འཕེལ,107
བྲལ,107
རྣམ་འགྱུར,107
ཞབས་ཞུ,107
ཁོའི,107
རྒྱན,107
ཞིང་པ,107
སུམ་ཅུ,106
ལེ་ཚན,106
གནས་པའི,106
རིན་ཆེན,106
མང་པོའི,106
པར་སྐྲུན,106
སྨྲས,106
དྲན་པ,106
སྤུས་ཚད,105
ཆུ་ཚད,105
ནང་ན,105
འགྲན་སྡུར,105
དར་བ,105
ལེགས་པ,105
སའི,105
ལ་ལ,105
ཉོས,105
ལུང་པ,105
ཕེབས་པ,105
ད་བར,105
བས,105
འགྲན,104
གློག,104
ཟབ་མོ,104
བསྒྲུབས,104
མཐའ་དག,104
མདོར་ན,104
གསོ་སྐྱོང,104
བཙན་བྱོལ,104
གྲོང་ཚོ,104
འགོ་ཁྲིད,104
སྲིད་ཇུས,104
རྒྱུན་འཛིན,104
སྨན་བཅོས,104
གཙང,104
ཁྱོ,103
ཐོབ་ཐང,103
སྒྲུབ་པ,103
འབུལ,103
བསམ་བློའི,103
སྟོང,103
འདས,103
ཟས་རིགས,103
གང་ཟག,103
གནའ་རབས,103
སྐྱེ་བ,103
གསུང་འབུམ,103
མྱུར,102
གྲོང་རྡལ,102
ཁར,102
འོངས,102
འགྲེམ་སྤེལ,102
བཙུགས་པ,102
གཏད,102
དཔེ་སྐྲུན་ཁང,102
ཕུན་སུམ་ཚོགས་པ,102
རྒྱུ་ནོར,102
བྱུང་བར,102
བོད་བརྒྱུད,102
བདེན་པ,101
འབྲོག་པ,101
ཁ་ཟས,101
དམག་མི,101
མཐུན་རྐྱེན,101
སློབ་ཆུང,101
ལམ་སང,101
མཛེས་མ,101
དར་སྤེལ,101
གཙོད,101
གཏན་འབེབས,101
ཕྱོགས་བསྡུས,101
ངན་པ,101
སློབ་ཕྲུག,101
སྒེའུ་ཁུང,101
མིན་པ,101
སྒོ་ང,101
བསྡུར,101
ལམ་ཁ,101
ང་གཉིས,100
སོག་པོའི,100
ལས་གཞི,100
དེར་བརྟེན,100
གཅིག་གྱུར,100
འཛིན་པ,100
མཆོངས,100
རྨི་ལམ,100
བྱིས་པའི,100
རྩ,100
དཀར་ཡོལ,100
གོང་འཕེལ,100
ལོངས་སྤྱོད,100
གཡས་གཡོན,100
བརྗེད,99
ཚེ་སྲོག,99
འགྱུར་ལྡོག,99
རྒྱལ་བ,99
དེ་སྔ,99
ན་ཚ,99
རྩྭ་ཐང,99
རྒྱུད་འཛིན,99
བག་མ,99
བསྡུས་པ,99
ལོ་ཙཱ་བ,99
དར་ཁྱབ,99
ནུས་ཤུགས,99
འཕྲོ་བརླག,99
གསར་བའི,99
སྲུང་སྐྱོང,98
པཎ་ཆེན,98
མེ་ལོང,98
འགའ་ཞིག,98
གཞས,98
མི་རུང,98
སྙིང་སྟོབས,98
ལམ་སྟོན,98
རང་སྐྱོང་ལྗོངས,98
སྒྲོལ་མ,97
འབྲིང་བ,97
འགྲན་ཚོགས,97
རྙེད་པ,97
རྩམ་པ,97
སྐྱེ་ཁམས,97
བྱས་པས,97
རང་རྒྱལ,97
ལས་དབང,97
མཐའ,97
གཡུག,97
དཀའ་བ,96
ཆོས་ཉིད,96
སྡུག,96
ཡུལ་གྲུ,96
སྡེ,96
སྐེ,96
སྤྲོ་བ,96
སྦྱོང་བརྡར,96
བསྐྱེད,96
མངའ་རིས,96
ཤོར་བ,96
བུད,96
དོན་གྲུབ,96
འཁྲབ,96
རྒྱལ,95
གནོད་འཚེ,95
དེ་འདྲའི,95
སླར,95
མྱོང་བ,95
དབུས་གཙང,95
འཕྲོད་བསྟེན,95
བཟོ་ཡ,95
མ་རེད་པས,95
མ་བྱས་པ,95
དྲུག་པ,95
སུས,94
མཚོ,94
འདེབས,94
གེ་སར,94
ཐུག་པ,94
ཤ་སྟག,94
སྐམ་པོ,94
རྒྱས་པ,94
ཚུགས,94
ཐེ་ཚོམ,94
གྲྭ་ཚང,94
དགོས་པར,94
འམ,94
འཁོར་བ,94
བདེ་འཇགས,94
སྤྲད་པ,94
སྐུ་ཕྲེང,94
ཤི་བ,93
མ་ཤེས་པ,93
དགེ་འདུན,93
སྨན་པ,93
སོང་ང,93
གཏིང,93
དེབ་ཐེར,93
ཞལ,93
བྱེད་དགོས,93
དེ་ན,93
རྣམ་པར,93
ག་བ,93
ཞང་ཞུང,92
སྦྱང,92
སོང་ཙང,92
དྲ་བ,92
ཆེན་པོའི,92
ད་ག་སེ,92
འོད,92
དྲག་པོ,92
དེ་སྐད,92
མི་གཤིས,92
ན་ནིང,92
དཔེ་ཡག་པོ,92
བསླབ་བྱ,92
མཆོད,91
བྲོ,91
མཁས་པའི,91
གང་སར,91
གདན་འདྲེན,91
བརྡ་སྤྲོད,91
ལུགས་སྲོལ,91
འགལ་བ,91
མི་ཤེས་པ,91
འབྱུང་བ,91
ལམ་བར,91
བརྩམས་པའི,91
སློབ་འབྲིང,91
གནས་སྐབས,91
དགོང་ཚོགས,90
མངོན་པར,90
ཕན་པ,90
ཉིན་གུང,90
སྨན་ཁང,90
མངགས,90
ནགས,90
དགོན,90
སྒེར,90
སྲིད་པ,90
ཆེར,90
མི་གྲངས,90
བྱོན,90
སྣ་མང,90
ཐད་ཀར,90
གཅུང་མོ,90
དུས་རྒྱུན,90
ཁྱོ་བོ,89
ཚེ་རིང,89
གདན,89
བདེ,89
མ་ཤེས,89
ནུབ་ཕྱོགས,89
ཉལ་ཁྲི,89
ཞེ་དྲགས,89
མཚོན་པའི,89
སྐྱེ་དངོས,89
འབད་བརྩོན,89
དུང་ཕྱུར,89
འཛུགས,89
ད་རེས,89
མ་བྱུང་བ,89
ཆད,89
དུའང,89
གསལ་བཤད,89
གྲི,89
སྨྲ་བ,88
ཕར་ཕྱོགས,88
འཇུག་པ,88
ནམ་མཁའ,88
མོས,88
བྲིས་པའི,88
ངང་པ,88
གུ་གེའི,88
ལྔ་བརྒྱ,88
འཆི་བ,88
དབྱངས,88
པེ་ཅིང,88
ཆུང་དུས,88
བླངས་པ,88
བསྡུ,88
ཁོ་རང་ཚོ,88
སྔ་མ,87
བཟའ་ཟླ,87
སྒོ་ཁ,87
ཐང་ག,87
གློག་ཀླད,87
ཇོ་བོ་རིན་པོ,87
རྒྱ་ཆེར,87
དགེ་རྩ,87
རྟེན,87
སྡིག་པ,87
མཐུན་པའི,87
གཤམ,87
འབུ,87
མ་བུ,87
གྲོད་ཁོག,87
མདོར་བསྡུས,87
དོགས་པ,87
ཤུལ,87
ཁ་ཕྱོགས,87
རང་སྐྱོང་ཁུལ,87
བརྩི,87
ལྕགས,87
གསུམ་པའི,87
བྱེད་བཞིན,86
འཚོ་གནས,86
སྣ,86
ཡིག་ཚང,86
ངུ,86
རྩ་བའི,86
དགེ་སློང,86
རྩལ,86
བཤད་པའི,86
རྩོམ་སྒྲིག,86
བྲོ་བ,86
མཛེས,86
ཕྱེས,85
ལྷན,85
གཏམ་བཤད,85
འཇོན་ཐང,85
ཡས་མས,85
སྐྱེ་བོ,85
གསུམ་པོ,85
ཡབ,85
ཐང,85
སྤྱི་ལེ,85
དོན་སྙིང,85
ཕྱི་རོལ,85
ཤོས,85
ཟ་བ,85
ཤོག་བུ,85
མདོ,85
བརྩམས་པ,85
འཕྲད་པ,84
དཀར་ཆག,84
སེར་པོ,84
དེ་བ,84
དེའི་སྐོར,84
སྐྱབས,84
སྤྲེའུ,84
གྲགས་པའི,84
འདྲ་བར,84
ལོངས,84
རང་བྱུང་ཁམས,84
མཐུན,84
སྐྲ,84
བཏོན་པ,84
མིག་སྔར,84
བག་ཆགས,84
སྨི,84
སྒྲུང་གཏམ,84
བསྐོར་བ,83
བཅོམ་ལྡན་འདས,83
ཤག,83
ཡན་ལག,83
གཞི་རིམ,83
སྐྱིད,83
རེབ་གོང,83
རི་བོ,83
ཉིན་རེ,83
ཁ་བཏགས,83
དབྱིབས,83
རྒྱལ་པོས,83
ཡ་མཚན,83
ཚོད,83
གསོ་སྦྱོང,82
གཏོར་མ,82
གཅེན་མོ,82
འཚོགས,82
ཉེ་བ,82
བཀོལ་སྤྱོད,82
དཀའ་ཁག,82
འདྲ་མིན,82
ཡུད་ཙམ,82
ལྟ་སྐུལ,82
བཏབ་པ,82
འགའ་ཤས,82
ཆེན་མོའི,82
ནོར་འཁྲུལ,82
བྲམ་ཟེ,82
གླུ་བ,82
ཚལ,82
དཔལ་ལྡན,82
ཞེད་སྣང,82
དེ་སྔོན,82
ཡིག་ཚགས,82
བྱ་ཐབས,81
དབུལ་པོ,81
ལོ་གསར,81
རྒྱག་པ,81
མང་པོར,81
སྒོམ,81
འཆར་འགོད,81
རྒྱ་བོད,81
སྲིད་འཛིན,81
ལྷན་དུ,81
རྒན་པོ,81
ཚྭ,81
བརྟན་པོ,81
ཉར,81
བོར,81
བཟོ་ལྟ,81
བསང,81
ག་པར,81
ཀི,81
ཐོབ་པའི,81
མོ་མ,80
བརྒྱད་པ,80
ཁོ་ཚོའི,80
ཅུང་ཙམ,80
ལྷག་པ,80
ཨ་མདོ,80
ཡེ་ཤུའི,80
གཏོང་མཁན,80
མི་བྱེད,80
ཧ་ལམ,80
དགོས་པས,80
སྐུ་ཞབས,80
རྣམ་པའི,80
འགན་ཁུར,80
པགས་པ,80
བསྟན་འཛིན,80
བཞི་པ,80
བཟོ་བ,79
ཐོགས,79
བྱེའུ,79
གྲོགས,79
མང་རྫོང,79
ཞིང་ལས,79
འགྲོ་ས,79
རྐུན་མ,79
བྱ་རྒྱུ,79
བླ་ཆེན,79
དྲ་ཐོག,79
མཚོན་པ,79
གཡར,79
ཟ་ཁང,79
དར་བའི,79
མ་སོང་བ,79
འདས་པ,79
ཀན་སུའུ,79
གོང་ས་མཆོག,79
མིག་ཆུ,79
གདེང་འཇོག,79
བྱ་སྤྱོད,79
སྟོད,79
གྲངས་ཀ,79
མང་པོས,79
ལོག་པ,79
རྒྱུན་ལྡན,79
ཐེངས་གཅིག,79
ཁྱོ་ག,78
བདུན་པ,78
ཇེ་མང,78
ཆོས་བརྒྱུད,78
ས་ཚིགས,78
རིང་ལུགས,78
དཔྱད,78
དེ་ག་རང,78
དཔྱད་གཞི,78
འདུལ་བ,78
ཨན,78
སྨད,78
འགན་ལེན,78
སླེབས་དུས,78
ཚུད,78
མི་དགོས་པ,78
བལྟས་པ,78
རྭ་ཅོ,78
སོང་ངས,77
འཁོད,77
ལས་གནས,77
འབྱུང་ཁུངས,77
ཁ་གཏད,77
མཚོན་བྱེད,77
ལ་ལས,77
སློབ་གྲྭར,77
ལོ་རབས,77
སྤོབས་པ,77
ཕོ་གསར,77
ཕྲན་བུ,77
གནོད,77
མགྲོན་པོ,77
ཡོངས་འཛིན,77
གསོལ་བ,77
བཟའ,77
དུག,77
ཟིན་པའི,77
ཆས,77
ཆེན་པོས,77
བུམ་པ,77
ཧ,76
ག་ལ,76
བརྩིས,76
དེང་སྐབས,76
འོས,76
ཚོང་ཁང,76
དེ་མ་ཐག,76
བོན་ཆོས,76
རེ་ཞིག,76
རྫས,76
ཨ་ཙི,76
གོམ་པ,76
ཡན,76
བཅོ་བརྒྱད,76
ལེགས་བཤད,76
དང་པོར,76
དབྱུག་པ,76
བསྒྱུར་བ,76
དབྱེ་ཞིབ,76
ལོ་ན,76
རྒྱ་ཁྱོན,76
གར་སྟེགས,76
བློན་ཆེན,75
ཆོས་རྒྱལ,75
ཁོ་བོ,75
ལྷན་ཚོགས,75
ཡུན,75
གྲོང་གསེབ,75
ལས་འགན,75
ནང་ཁུལ,75
ཟི་ལིང,75
ལོ་མ,75
སློབ་དེབ,75
རང་ཁྱིམ,75
ཕྲེང་བ,75
ཐག་རིང,75
མཐོང་ཐོས,75
བསྐུར,75
དང་ལེན,75
གོན,75
བསྡད་ཡ,75
ཟ་མ,75
ནང་མི,75
སྟོབས,74
སྟངས,74
ང་རྒྱལ,74
དྲག,74
མདོག,74
འགྲོ་ན,74
ཞིང༌,74
དབུ་མ,74
ཅི་འདྲ,74
དཔེ་མཛོད་ཁང,74
གངས,74
བདེ་པོ,74
རང་བཙན,74
བཟང་བོ,74
གཡོག་པོ,74
བུད་ཤིང,74
སྲུང,74
ཁྱད་མཚར,74
བྱུང༌,74
བསམ་འཆར,74
བཅོས,74
མི་འདྲ་བའི,74
ཁོ་བོས,74
འབྱེད,74
འགྲུབ,74
བྲལ་བ,73
བོད་པའི,73
ཟད,73
རུས,73
ཕྱིའི,73
ཨོ,73
སྐབས་སུ,73
བློ་གྲོས,73
རབ་ཏུ,73
དེང་དུས,73
སྙན་ངག་པ,73
བཅུ་གསུམ,73
གསུང་ཆོས,73
སྤྲང་པོ,73
ཨ་ཅེ,73
ཆེ་བས,73
ཕྱོགས་གཅིག,73
བག་ལེབ,72
གྱོན་གོས,72
དཔྱད་གཞིའི,72
ག་འདྲ་སེ,72
གཅེན་པོ,72
ཆོས་འབྱུང,72
གུས་མོ,72
རྒྱལ་དབང,72
བཟོས་པའི,72
ཁུངས,72
གནད་འགག,72
དབང་ཆ,72
བཅོས་བསྒྱུར,72
ཉེ་ཆར,72
བུ་ཕྲུག,72
གོ་དོན,72
གྲང་མོ,72
འཛེགས,72
ཞེ་ན,72
བསྒྱུར་བའི,71
གད་སྙིགས,71
ཆར་པ,71
བོད་ལུགས,71
ཐེར་གེ,71
ལོ་རིམ,71
བཀྲུས,71
གདན་ས,71
དྲུག་པའི,71
འཆམ་མཐུན,71
སྔོན་ཐོན,71
བོད་སྨན,71
དགེ་སློབ,71
གཉིས་པོ,71
མ་ཅིག་ལབ་སྒྲོན,71
བསྡུས་གྲྭ,71
ཞབས,71
ཚ་བ,71
སྟེར་བ,71
བསླབ,71
སྒྲིག་ཁྲིམས,71
མི་ཆུང,71
ཆོད,71
ཁ་ཏོན,71
བཟོ་རྩལ,71
བལྟས་ན,71
སྟོན་པའི,71
ལས་ཀའི,71
དགའ་སྟོན,71
ཡལ་ག,71
ངེས་འབྱུང,71
ཁེ་ཕན,71
ཕྲད,71
གྱོན་ཆས,71
ཚ་བོ,71
ཡོང་ན,71
གུར,70
རྗེས་འཇུག,70
དམ་པོ,70
ཡབ་ཡུམ,70
ལྷ་ཡུལ,70
ཞོ,70
འདང,70
འདྲེ,70
མ་ཡིག,70
རྒྱ་ཆེན་པོ,70
གསོལ,70
དགེ་འདུན་པ,70
བཀའ་སློབ,70
སྙིང་པོ,70
སྙན་ཞུ,70
དགོས་དོན,70
མཚུངས,70
ལུས་པོ,70
འབྲིང,70
རི་སྐྱེས,70
ནུབ,70
བྱ་བར,70
འཚར་ལོངས,70
བཟའ་བཏུང,70
རྫུན་མ,70
སེལ,70
བྱུང་བས,70
འོ་ཡ,70
མི་ཉུང་བ,70
མཐུན་སྒྲིལ,70
རི་ཕྲུག,69
ལྡེ་མིག,69
ལག་ཤེས,69
དུང,69
གླུ་གར,69
རྟ་རྒྱུག,69
ཆུའི,69
ས་བོན,69
བཞུགས་པ,69
ཡུལ་སྲོལ,69
རྒྱུག,69
བསགས,69
ཁྱབ་བསྒྲགས,69
གཙང་པོ,69
གཏིང་ཟབ,69
བསྟན་པའི,69
བྲག་ཕུག,69
དི་རི,69
ལྷ་མོ,69
སྒུག,69
སྒྲིག,69
བྱ་ཕོ,69
རྡུང་ལེན,69
བསྒྲགས,69
མ་ཎི,69
སུམ་རྟགས,69
གཉེར,69
ཉི་འོད,69
དགའ་སྤྲོ,69
བསྐོལ,69
དྲུག་ཅུ,69
མགར,69
རིགས་ལམ,69
མང་ཙམ,68
འགྲོ་དགོས,68
རོལ་དབྱངས,68
འདོན་པ,68
སྟག་མོ,68
བར་ཆད,68
བསད་པ,68
འཚོ,68
ས་འོག,68
ཚོང་ལས,68
སྦྱིན་པ་ཆེན་པོ,68
ལོས,68
འདྲ་བའི,68
ཁོ་ཚོས,68
ཀུན་སློང,68
ལས་བྱེད,68
བཀའ་འགྱུར,68
རྗེས་སུ,68
ཉར་ཚགས,68
རྒྱང་སྒྲོག,68
འཕྲལ,68
བརྩེ་དུང,68
མི་སྲིད,68
ཚོང,68
གཡག,68
དཀོན་མཆོག་གསུམ,68
བོད་རིག་པ,67
མཐོ་ཚད,67
ཡུལ་མི,67
འོང་བ,67
མིག་གཉིས་མ,67
མདའ,67
ཁ་བརྡ,67
བསླེབས,67
གསང་བ,67
འཛིན་སྐྱོང,67
ཅིའི་ཕྱིར,67
ཁ་ཐུག,67
སྤེལ་བའི,67
སློང,67
གསེར་དངུལ,67
ཤུགས་སྣོན,67
གླུ་དབྱངས,67
དང་ཐོག,67
ཧུར་ཐག,67
མངོན་མིན,67
